date,gas_nominal,cpi,source_flag,gas_real,gas_real_12mo
2012-03-01,3.918,228.807,official,5.654395982430607,5.150817661907928
2012-04-01,3.976,229.187,official,5.728586700222961,5.250990602982207
2012-05-01,3.839,228.713,official,5.542661497579935,5.332896447194912
2012-06-01,3.602,228.524,official,5.204787294673643,5.394052288960952
2012-07-01,3.502,228.59,official,5.058829105945141,5.404569505825236
2012-08-01,3.759,229.918,official,5.398715568054697,5.431329358151164
2012-09-01,3.908,231.015,official,5.586058372452005,5.419939756488064
2012-10-01,3.839,231.638,official,5.472671751163452,5.377287264978146
2012-11-01,3.542,231.249,official,5.057778290448822,5.29647339712296
2012-12-01,3.386,231.221,official,4.835604500906059,5.23494293149503
2013-01-01,3.407,231.679,official,4.85597629585763,5.201134129813777
2013-02-01,3.748,232.937,official,5.31315149019692,5.186873450170815
2013-03-01,3.792,232.282,official,5.390683900982426,5.154311038259218
2013-04-01,3.647,231.797,official,5.195400680802598,5.1080991931990765
2013-05-01,3.682,231.893,official,5.243089118032884,5.138984331129753
2013-06-01,3.693,232.445,official,5.2462646309965795,5.20742768614484
2013-07-01,3.687,232.9,official,5.22750845069987,5.26934971195188
2013-08-01,3.658,233.456,official,5.174039685902268,5.246164411236104
2013-09-01,3.616,233.544,official,5.112705790018154,5.199834726075392
2013-10-01,3.434,233.669,official,4.852776449490518,5.142730687523379
2013-11-01,3.31,234.1,official,4.668933352584365,5.047038059948625
2013-12-01,3.333,234.719,official,4.6889776418270355,4.954156895087035
2014-01-01,3.378,235.288,official,4.740792658325115,4.873037596357909
2014-02-01,3.422,235.547,official,4.797262933546171,4.810241470965226
2014-03-01,3.59,236.028,official,5.0225239537681965,4.795211164923567
2014-04-01,3.717,236.468,official,5.190524883231558,4.851502570547074
2014-05-01,3.745,236.918,official,5.219691778083556,4.943295641463606
2014-06-01,3.75,237.231,official,5.219764659762003,5.031760144452766
2014-07-01,3.69,237.498,official,5.130474152034964,5.096707060071075
2014-08-01,3.54,237.46,official,4.922705931777982,5.117614226443043
2014-09-01,3.463,237.477,official,4.815285393667597,5.083074466426276
2014-10-01,3.241,237.43,official,4.5074875206334495,4.969234905993258
2014-11-01,2.945,236.983,official,4.103545003143684,4.78321044350328
2014-12-01,2.618,236.252,official,3.659192380813707,4.5231150636785635
2015-01-01,2.17,234.747,official,3.0524655943632926,4.176780304066619
2015-02-01,2.308,235.342,official,3.238377393376447,3.8960588809996963
2015-03-01,2.544,235.976,official,3.5599210479709793,3.6868314900502597
2015-04-01,2.545,236.222,official,3.557611652936644,3.528518845434126
2015-05-01,2.832,237.001,official,3.945791791798346,3.5022266435432363
2015-06-01,2.889,237.657,official,4.014098504550675,3.561377664166064
2015-07-01,2.893,238.034,official,4.013289912163808,3.72151505046615
2015-08-01,2.745,238.033,official,3.807994154928098,3.816451177391425
2015-09-01,2.463,237.498,official,3.424487218553419,3.793878872488498
2015-10-01,2.357,237.733,official,3.2738683104491173,3.746588315407244
2015-11-01,2.249,238.017,official,3.1201291644546396,3.608977877516626
2015-12-01,2.125,237.761,official,2.9512731734809323,3.4318403223383354
2016-01-01,2.034,237.652,official,2.8261848862033556,3.23398948467826
2016-02-01,1.833,237.336,official,2.550292189604611,3.0243724904576794
2016-03-01,2.021,238.08,official,2.803073554872311,2.9208035465108275
2016-04-01,2.196,238.992,official,3.0341710941956213,2.8808540104685783
2016-05-01,2.324,239.557,official,3.2034529700071372,2.894741311393995
2016-06-01,2.422,240.222,official,3.3292963517413057,2.9577451744373904
2016-07-01,2.287,240.101,official,3.145308801579335,3.01093249366672
2016-08-01,2.218,240.545,official,3.0447826924359265,3.0933475774719397
2016-09-01,2.269,241.176,official,3.106644096493847,3.1439426677421953
2016-10-01,2.304,241.741,official,3.14719211824225,3.1627795050833
2016-11-01,2.246,242.026,official,3.064353215538826,3.139596212671915
2016-12-01,2.289,242.637,official,3.1151564266620504,3.1039062251587057
2017-01-01,2.409,243.618,official,3.265265660074378,3.1238990349078795
2017-02-01,2.36,244.006,official,3.1937623133857356,3.1487289717328477
2017-03-01,2.386,243.892,official,3.2304571052105024,3.169364473185624
2017-04-01,2.479,244.193,official,3.352234650690232,3.2035382285936205
2017-05-01,2.448,244.004,official,3.312878909657218,3.2449591776133526
2017-06-01,2.4,244.163,official,3.245805439808652,3.266734013137786
2017-07-01,2.344,244.243,official,3.1690316464177064,3.2506950108616746
2017-08-01,2.436,245.183,official,3.2807869122410604,3.265199110670895
2017-09-01,2.688,246.435,official,3.601786535321687,3.3270873490227597
2017-10-01,2.545,246.626,official,3.4075326197562297,3.336303677200426
2017-11-01,2.608,247.284,official,3.482592532116918,3.3645892809437092
2017-12-01,2.521,247.805,official,3.359339335138515,3.3835115968320193
2018-01-01,2.596,248.859,official,3.4446288209146543,3.4294444592481774
2018-02-01,2.632,249.529,official,3.4830198800460064,3.463149953882335
2018-03-01,2.631,249.577,official,3.4810269254939348,3.443023352244376
2018-04-01,2.795,250.227,official,3.6884061507351316,3.4898356074075267
2018-05-01,2.963,250.792,official,3.901297479313534,3.5596197652736294
2018-06-01,2.97,251.018,official,3.9069934111497977,3.650895444608843
2018-07-01,2.93,251.214,official,3.8513667451654765,3.718685098650647
2018-08-01,2.919,251.663,official,3.830062139511966,3.7765254752283073
2018-09-01,2.93,252.182,official,3.8365832831843667,3.8357848681767117
2018-10-01,2.945,252.772,official,3.8472236065703473,3.8622544441492477
2018-11-01,2.733,252.594,official,3.572791692249222,3.807503479638529
2018-12-01,2.479,252.767,official,3.238524950076552,3.6960920694596555
2019-01-01,2.352,252.561,official,3.075120393599961,3.566717677532069
2019-02-01,2.412,253.319,official,3.1441310030751737,3.45239582145927
2019-03-01,2.62,254.277,official,3.4023995079381932,3.380031858918242
2019-04-01,2.894,255.233,official,3.744146178652447,3.362852287598592
2019-05-01,2.963,255.296,official,3.8324697505327143,3.4061319639791736
2019-06-01,2.814,255.213,official,3.640930550152225,3.473199563991786
2019-07-01,2.836,255.802,official,3.6609465254532796,3.5708372526340058
2019-08-01,2.716,256.036,official,3.502836177037604,3.6306214482944106
2019-09-01,2.694,256.43,official,3.4691242398159337,3.6417422369407006
2019-10-01,2.741,257.155,official,3.5196960200035,3.604333877165876
2019-11-01,2.687,257.879,official,3.440668120195905,3.5390336054430747
2019-12-01,2.652,258.63,official,3.385990337269458,3.496543569962613
2020-01-01,2.631,259.127,official,3.3527353652224576,3.445175043257476
2020-02-01,2.53,259.25,official,3.2224994403857274,3.3984522538154973
2020-03-01,2.334,258.076,official,2.9863749041987626,3.317994031212635
2020-04-01,1.946,256.032,official,2.509803275153106,3.1496785737375697
2020-05-01,1.946,255.802,official,2.512059921908351,2.9949105406896437
2020-06-01,2.141,257.042,official,2.7504494659394183,2.888987062134637
2020-07-01,2.243,258.352,official,2.866873565337214,2.808010095487097
2020-08-01,2.245,259.316,official,2.8587628248160546,2.747387326225484
2020-09-01,2.26,259.997,official,2.8703258139132366,2.7280458111778967
2020-10-01,2.228,260.319,official,2.8261838720646586,2.7807759106631558
2020-11-01,2.159,260.911,official,2.73244448710863,2.8175066715298684
2020-12-01,2.235,262.045,official,2.8163896813142775,2.8284967074256784
2021-01-01,2.391,262.687,official,3.005606282853738,2.851618827011766
2021-02-01,2.559,263.579,official,3.2059044505670027,2.9094757646369245
2021-03-01,2.856,264.961,official,3.5593225281607475,3.0243085503448426
2021-04-01,2.907,266.614,official,3.600420083896569,3.1533479189834943
2021-05-01,3.041,268.383,official,3.7415582552695215,3.3215335470103096
2021-06-01,3.245,270.654,official,3.959053273478315,3.511977479037649
2021-07-01,3.326,271.903,official,4.039237038443856,3.684249271636002
2021-08-01,3.351,272.676,official,4.0580613441006905,3.8262754205582836
2021-09-01,3.361,273.91,official,4.051834696447738,3.9083607819394484
2021-10-01,3.477,276.55,official,4.151663275096727,4.000234647139474
2021-11-01,3.576,278.919,official,4.233606654491089,4.082242713676402
2021-12-01,3.505,280.845,official,4.121093048905979,4.109249342914347
2022-01-01,3.5,282.543,official,4.090482949497952,4.11779032809003
2022-02-01,3.675,284.5,official,4.265462882952548,4.152357251232005
2022-03-01,4.401,287.674,official,5.051750009608098,4.3190098034253985
2022-04-01,4.369,288.561,official,4.999602825801129,4.460333061876132
2022-05-01,4.695,291.298,official,5.322175461142884,4.6417611963180985
2022-06-01,5.149,294.957,official,5.76441552136752,4.915648275061689
2022-07-01,4.768,294.913,official,5.3386742732670305,5.123680162356536
2022-08-01,4.205,295.097,official,4.705353975540246,5.196995344454485
2022-09-01,3.99,296.349,official,4.445908538108784,5.096021765871266
2022-10-01,4.13,298.007,official,4.576302040958768,5.025471635064205
2022-11-01,3.958,298.786,official,4.374280615932473,4.86748916086247
2022-12-01,3.459,298.832,official,3.8222100938855275,4.543788256282138
2023-01-01,3.555,300.42,official,3.9075258322348705,4.305263516110111
2023-02-01,3.622,301.45,official,3.967566843615856,4.182298994122713
2023-03-01,3.66,301.821,official,4.004264217002792,4.108691607271715
2023-04-01,3.839,302.845,official,4.185899516571182,4.0436245198737835
2023-05-01,3.794,303.334,official,4.130164304746582,4.002938468009469
2023-06-01,3.821,304.014,official,4.15025277501694,4.057612248198037
2023-07-01,3.842,304.609,official,4.164910987817168,4.10050977412842
2023-08-01,4.064,306.082,official,4.384368040250651,4.169976640234219
2023-09-01,4.107,307.276,official,4.4135409112589326,4.238189422610243
2023-10-01,3.91,307.696,official,4.196101659560084,4.239889779775059
2023-11-01,3.623,308.148,official,3.882398184223165,4.19859542635449
2023-12-01,3.411,308.741,official,3.6481988945556307,4.114919779610939
2024-01-01,3.353,309.698,official,3.5750839733934345,4.016615277206983
2024-02-01,3.486,310.967,official,3.70172518210614,3.902841467516231
2024-03-01,3.707,312.345,official,3.9190348219052638,3.8204237859572863
2024-04-01,3.907,313.023,official,4.12152801630551,3.807994845414857
2024-05-01,3.885,313.175,official,4.0963309001037755,3.843650298061626
2024-06-01,3.729,313.044,official,3.933490391306014,3.891198880853357
2024-07-01,3.747,313.569,official,3.945859947915769,3.952994876607079
2024-08-01,3.648,314.062,official,3.8355754668568625,3.9753032573988665
2024-09-01,3.478,314.732,official,3.6490496339488825,3.930305726072802
2024-10-01,3.412,315.631,official,3.5696075023302525,3.838318973743593
2024-11-01,3.315,316.528,official,3.4582986375928817,3.7319802633251107
2024-12-01,3.277,317.604,official,3.4070740479590937,3.6442442061006233
2025-01-01,3.342,318.961,official,3.4598713920761472,3.563246113460687
2025-02-01,3.396,319.679,official,3.5078795133368157,3.508630121207345
2025-03-01,3.368,319.785,official,3.4778038880873074,3.48008916356375
2025-04-01,3.465,320.302,official,3.5721910907830723,3.48051976163922
2025-05-01,3.443,320.62,official,3.545990007335786,3.4951349899297033
2025-06-01,3.442,321.435,official,3.5359718309704915,3.516617953764937
2025-07-01,3.422,322.169,official,3.5074165801427197,3.524542151776032
2025-08-01,3.433,323.291,official,3.5064793313516303,3.524308788111835
2025-09-01,3.481,324.245,official,3.545045633345155,3.535515745654809
2025-11-01,3.373,325.063,official,3.4264144786456776,3.5112196436319096
2025-12-01,3.195,326.031,official,3.2359593765010066,3.4595478718261137
2026-01-01,3.104,326.588,official,3.138430992737026,3.3932910654538695
2026-02-01,3.211,327.46,official,3.2379724,3.348383702096749
2026-03-01,3.984429417571569,330.21066399999995,provisional,3.984429417571569,3.4280420498000717
