date,gas_nominal,cpi,source_flag,gas_real,gas_real_12mo
1985-11-01,1.201,109.0,official,3.638376215266055,3.714179207713407
1985-12-01,1.203,109.5,official,3.627793870246575,3.6875715989374487
1986-01-01,1.19,109.9,official,3.5755294828025472,3.6534254779003614
1986-02-01,1.119,109.7,official,3.368329380273473,3.591524502805378
1986-03-01,0.983,109.1,official,2.9752253227497705,3.4718778247499515
1986-04-01,0.895,108.7,official,2.718845853541858,3.3173500208133793
1986-05-01,0.927,109.0,official,2.8083053718165134,3.179004880238456
1986-06-01,0.958,109.4,official,2.891607094259597,3.056307084240627
1986-07-01,0.895,109.5,official,2.6989821395433786,2.9102158603640986
1986-08-01,0.848,109.6,official,2.5549146265693428,2.7746467347467436
1986-09-01,0.864,110.0,official,2.593654669963636,2.7110516259490542
1986-10-01,0.837,110.2,official,2.5080428835571684,2.6759177976182724
1986-11-01,0.827,110.4,official,2.473588941376811,2.620131725878322
1986-12-01,0.83,110.8,official,2.4735997393501803,2.5504638333934193
1987-01-01,0.868,111.4,official,2.572916125242369,2.5294528310099182
1987-02-01,0.911,111.8,official,2.6907148023613594,2.552086193641921
1987-03-01,0.918,112.2,official,2.701723614545454,2.570097684405557
1987-04-01,0.94,112.7,official,2.754197197515527,2.611123403398617
1987-05-01,0.948,113.0,official,2.7702629156814154,2.6605690657827172
1987-06-01,0.966,113.5,official,2.810427325321585,2.7167069967779516
1987-07-01,0.98,113.8,official,2.843641921968365,2.7618279628989506
1987-08-01,1.004,114.3,official,2.9005381159755026,2.796798515167975
1987-09-01,1.0,114.7,official,2.8789072711421095,2.8263291246007505
1987-10-01,0.988,115.0,official,2.836940313321739,2.840119643901786
1987-11-01,0.987,115.4,official,2.824245453795493,2.8491167335874663
1987-12-01,0.975,115.6,official,2.785081292387543,2.8448923947651252
1988-01-01,0.947,116.0,official,2.6957715414482752,2.82024733134511
1988-02-01,0.928,116.2,official,2.6371385214457828,2.7763473989234906
1988-03-01,0.92,116.5,official,2.6076721963948497,2.7311415531322805
1988-04-01,0.946,117.2,official,2.665352287918088,2.7025435488983387
1988-05-01,0.97,117.5,official,2.725994417702127,2.686168376216111
1988-06-01,0.971,118.0,official,2.717241989355932,2.6748618257108423
1988-07-01,0.984,118.5,official,2.742002475746835,2.6825669814272692
1988-08-01,1.004,119.0,official,2.7859790475294113,2.7073737357745404
1988-09-01,0.992,119.5,official,2.7411630015732213,2.729622203304269
1988-10-01,0.976,119.9,official,2.687953361668056,2.7333890489292636
1988-11-01,0.972,120.3,official,2.6680362876807977,2.7237293605923756
1988-12-01,0.953,120.7,official,2.6072142733388564,2.7053914079228627
1989-01-01,0.944,121.2,official,2.571937845016501,2.6770473028011406
1989-02-01,0.955,121.6,official,2.5933485536184206,2.6449422204826423
1989-03-01,0.974,122.2,official,2.6319573382651384,2.626741276597962
1989-04-01,1.098,123.1,official,2.945339635028432,2.669638988824691
1989-05-01,1.152,123.7,official,3.075203596831042,2.737500207016398
1989-06-01,1.15,124.1,official,3.0599698920225618,2.812959476797016
1989-07-01,1.132,124.5,official,3.0023973626345373,2.8847027297333554
1989-08-01,1.096,124.5,official,2.9069147609959836,2.9369637642962823
1989-09-01,1.073,124.8,official,2.839070853141025,2.971482683442263
1989-10-01,1.071,125.4,official,2.8202202643062195,2.9506294549885617
1989-11-01,1.046,125.9,official,2.7434499963780774,2.8953371882464007
1989-12-01,1.03,126.3,official,2.692929405542359,2.8341637738330334
1990-01-01,1.09,127.5,official,2.822977441254902,2.8042604536030944
1990-02-01,1.086,128.0,official,2.8016311023749996,2.786713177166264
1990-03-01,1.076,128.6,official,2.7628823830793157,2.774015098822645
1990-04-01,1.096,128.9,official,2.807687259456943,2.7719262646810994
1990-05-01,1.114,129.1,official,2.849377844275755,2.789580905997379
1990-06-01,1.14,129.9,official,2.8979226863741334,2.8237464528026748
1990-07-01,1.139,130.5,official,2.882068553992337,2.833594971592247
1990-08-01,1.246,131.6,official,3.1264626697872338,2.887733566160953
1990-09-01,1.347,132.5,official,3.3569340710037734,2.9867421808150296
1990-10-01,1.431,133.4,official,3.5422148439580203,3.109163444898542
1990-11-01,1.432,133.7,official,3.536736505968586,3.2237232218473473
1990-12-01,1.41,134.2,official,3.469426499552906,3.318973857377143
1991-01-01,1.304,134.7,official,3.196694178589458,3.371411461476663
1991-02-01,1.198,134.8,official,2.9346615391097917,3.339444606363756
1991-03-01,1.138,134.8,official,2.7876834987537085,3.244569510988745
1991-04-01,1.159,135.1,official,2.832821314404145,3.126337256063099
1991-05-01,1.209,135.6,official,2.944134902477876,3.0275703221479806
1991-06-01,1.214,136.0,official,2.9476157801176464,2.940601868908771
1991-07-01,1.185,136.2,official,2.8729782440528635,2.886649213152672
1991-08-01,1.196,136.6,official,2.8911563260907758,2.879398344316169
1991-09-01,1.199,137.0,official,2.8899458842043795,2.8964420752246145
1991-10-01,1.18,137.2,official,2.840004253061224,2.8976392316674606
1991-11-01,1.193,137.8,official,2.8587904365166903,2.8834151540072632
1991-12-01,1.182,138.2,official,2.82423303073806,2.862851362443999
1992-01-01,1.135,138.3,official,2.709971826753434,2.835683626227427
1992-02-01,1.117,138.6,official,2.6612215850505048,2.7973611693873823
1992-03-01,1.122,139.1,official,2.6635252696477356,2.759624400294608
1992-04-01,1.143,139.4,official,2.7075379408321374,2.7375466815897607
1992-05-01,1.197,139.7,official,2.829364100272011,2.7326422922156475
1992-06-01,1.239,140.1,official,2.920278463211991,2.7486498642946358
1992-07-01,1.237,140.5,official,2.9072639955017796,2.7815318924193595
1992-08-01,1.221,140.8,official,2.8635456018749994,2.815252561890109
1992-09-01,1.222,141.1,official,2.8597975294684614,2.8479646051935634
1992-10-01,1.219,141.7,official,2.840697243585039,2.870157822319047
1992-11-01,1.223,142.1,official,2.841996073694581,2.8722631512228087
1992-12-01,1.201,142.3,official,2.786950157863668,2.8500417669980878
1993-01-01,1.182,142.8,official,2.7332563364705877,2.8210404904928894
1993-02-01,1.172,143.1,official,2.7044507212299087,2.7945246770520407
1993-03-01,1.163,143.3,official,2.679937210272156,2.76454795718599
1993-04-01,1.175,143.8,official,2.6981747579972177,2.7407942095880196
1993-05-01,1.193,144.2,official,2.7319093075728156,2.7224464152343923
1993-06-01,1.194,144.3,official,2.732304454719334,2.71333879804367
1993-07-01,1.174,144.5,official,2.6828188203183383,2.704932545351628
1993-08-01,1.163,144.8,official,2.652175429779005,2.6962199967764775
1993-09-01,1.151,145.0,official,2.6211894776827585,2.686428708011578
1993-10-01,1.193,145.6,official,2.7056409488461535,2.687673073153068
1993-11-01,1.178,146.0,official,2.6643024807671227,2.6764052686854516
1993-12-01,1.136,146.3,official,2.5640417929186596,2.648361491718673
1994-01-01,1.109,146.3,official,2.5031006587559803,2.6184084647916133
1994-02-01,1.114,146.7,official,2.5075301956100886,2.5943009257634606
1994-03-01,1.109,147.1,official,2.489487602828008,2.5723506132876683
1994-04-01,1.128,147.2,official,2.530418675217391,2.5431469010162084
1994-05-01,1.143,147.5,official,2.5588528064542366,2.525571955297394
1994-06-01,1.169,147.9,official,2.609981515997295,2.5332285758104995
1994-07-01,1.199,148.4,official,2.667941955094339,2.560702125200226
1994-08-01,1.243,149.0,official,2.754710438604027,2.6018988323658827
1994-09-01,1.237,149.3,official,2.7359048316677823,2.6429683705058453
1994-10-01,1.212,149.4,official,2.6788174348594374,2.6677014971128528
1994-11-01,1.222,149.8,official,2.6937078198130835,2.690177332672661
1994-12-01,1.203,150.1,official,2.6465251751632244,2.6962679425336487
1995-01-01,1.19,150.5,official,2.6109680409302323,2.6867722901729647
1995-02-01,1.181,150.9,official,2.584352512816434,2.658379302541699
1995-03-01,1.173,151.2,official,2.561753365555555,2.629354058189661
1995-04-01,1.197,151.8,official,2.6038350777865604,2.6168569986775148
1995-05-01,1.256,152.1,official,2.7267889150821825,2.622370514555698
1995-06-01,1.281,152.4,official,2.775589636377952,2.643881258091486
1995-07-01,1.252,152.6,official,2.7091988946788987,2.6602530670495974
1995-08-01,1.222,152.9,official,2.63909373059516,2.6693766033460515
1995-09-01,1.206,153.1,official,2.6011369091051595,2.6759405272709853
1995-10-01,1.185,153.5,official,2.5491833018892507,2.666831897954767
1995-11-01,1.161,153.7,official,2.494304365022771,2.6280844729448654
1995-12-01,1.16,153.9,official,2.488917285510071,2.5803057478002187
1996-01-01,1.186,154.7,official,2.531543939909502,2.5506965886719857
1996-02-01,1.181,155.0,official,2.515992220541935,2.5301796703297814
1996-03-01,1.219,155.5,official,2.5885967808102897,2.528089648947303
1996-04-01,1.305,156.1,official,2.7605696125560537,2.5633207007251038
1996-05-01,1.378,156.4,official,2.909400863120204,2.6325034504080094
1996-06-01,1.354,156.7,official,2.853256152239949,2.6932265948629888
1996-07-01,1.328,157.0,official,2.7931195018598727,2.7368225218547177
1996-08-01,1.298,157.2,official,2.7265486124173024,2.7719152538339453
1996-09-01,1.293,157.7,official,2.707434296461636,2.791721506442503
1996-10-01,1.287,158.2,official,2.6863535054867254,2.7793521552642813
1996-11-01,1.308,158.7,official,2.7215850567863895,2.7480495208753126
1996-12-01,1.318,159.1,official,2.7354975182401002,2.728423081875338
1997-01-01,1.318,159.4,official,2.730349154027603,2.7179613572366264
1997-02-01,1.312,159.7,official,2.712813970995617,2.7156722503330113
1997-03-01,1.293,159.8,official,2.6718547468836036,2.7097423254033397
1997-04-01,1.288,159.9,official,2.659858256610381,2.7053264505906163
1997-05-01,1.284,159.9,official,2.6515978272420258,2.6936619123332215
1997-06-01,1.286,160.2,official,2.6507547684394503,2.67953812069978
1997-07-01,1.263,160.4,official,2.60010017850374,2.6578299581124694
1997-08-01,1.31,160.8,official,2.690149066169154,2.6540524739747258
1997-09-01,1.334,161.2,official,2.732636636327544,2.6641827888820493
1997-10-01,1.3,161.5,official,2.658042496594427,2.6638801622127235
1997-11-01,1.271,161.7,official,2.5955334195670994,2.6545360942669025
1997-12-01,1.236,161.8,official,2.522499262694684,2.633160176642775
1998-01-01,1.186,162.0,official,2.4174681944691354,2.6027215126370074
1998-02-01,1.137,162.0,official,2.3175896602962958,2.540628278324864
1998-03-01,1.097,162.0,official,2.236056163012345,2.4578648661056643
1998-04-01,1.106,162.2,official,2.251621420369914,2.390128020068246
1998-05-01,1.146,162.6,official,2.327315011955719,2.3454249521330155
1998-06-01,1.148,162.8,official,2.328512544668304,2.313093832461952
1998-07-01,1.134,163.2,official,2.2944785108823527,2.292595551864155
1998-08-01,1.108,163.4,official,2.2391273911383105,2.2795185070044908
1998-09-01,1.091,163.5,official,2.2034240637553513,2.274079823794992
1998-10-01,1.099,163.9,official,2.2141642448810246,2.26783696121351
1998-11-01,1.086,164.1,official,2.185306405265082,2.244168860098404
1998-12-01,1.046,164.4,official,2.100975392603406,2.206246001420921
1999-01-01,1.031,164.7,official,2.067074648354584,2.168345357666293
1999-02-01,1.014,164.7,official,2.032990973260474,2.1339892880199867
1999-03-01,1.048,164.8,official,2.099883348737864,2.1167325021837393
1999-04-01,1.232,165.9,official,2.452197336033755,2.1564046840425277
1999-05-01,1.233,166.0,official,2.4527093295903613,2.200971838096741
1999-06-01,1.204,166.0,official,2.3950219244337347,2.2499795934017954
1999-07-01,1.244,166.7,official,2.464199556184763,2.316167078040159
1999-08-01,1.309,167.1,official,2.5867490076361457,2.408460083769437
1999-09-01,1.334,167.8,official,2.6251550999761615,2.4960053756424867
1999-10-01,1.329,168.1,official,2.6106482597025575,2.5224138629206205
1999-11-01,1.319,168.4,official,2.586388751876484,2.5446937666349743
1999-12-01,1.353,168.8,official,2.6467714952132693,2.5866520284315633
2000-01-01,1.356,169.3,official,2.644806027076196,2.616753106913469
2000-02-01,1.422,170.0,official,2.76211508357647,2.6459807862368563
2000-03-01,1.594,171.0,official,3.078104084304093,2.721472283624845
2000-04-01,1.561,170.9,official,3.0161430456641307,2.7890547479517735
2000-05-01,1.552,171.2,official,2.993498542803738,2.856906379772983
2000-06-01,1.666,172.2,official,3.194721058211382,2.9482313069393347
2000-07-01,1.642,172.7,official,3.139582572599884,3.030694064526616
2000-08-01,1.559,172.7,official,2.9808826009033003,3.0671553174144215
2000-09-01,1.635,173.6,official,3.109990988709677,3.0724698014820184
2000-10-01,1.613,173.9,official,3.062851069764232,3.0802544721653686
2000-11-01,1.608,174.2,official,3.048098436923077,3.089354454518592
2000-12-01,1.544,174.6,official,2.9200759748911795,3.0435802739652247
2001-01-01,1.525,175.6,official,2.8677178963553525,2.9982694945911366
2001-02-01,1.538,176.0,official,2.8855909160909086,2.982387547122405
2001-03-01,1.503,176.1,official,2.8183227029642244,2.933776166164829
2001-04-01,1.617,176.4,official,3.026931086666666,2.927789502315235
2001-05-01,1.812,177.3,official,3.3747418114382395,2.9822300647344284
2001-06-01,1.731,177.7,official,3.216627233449634,3.0316552744941707
2001-07-01,1.565,177.4,official,2.9130760381059746,3.039214964785941
2001-08-01,1.509,177.4,official,2.808838173483652,3.0264228410180656
2001-09-01,1.609,178.1,official,2.9832058302975852,3.0539033622402925
2001-10-01,1.442,177.6,official,2.68110235072072,2.996265239582634
2001-11-01,1.324,177.5,official,2.4630925021746477,2.8443236880387026
2001-12-01,1.2,177.4,official,2.2336685276211945,2.680497237067296
2002-01-01,1.209,177.7,official,2.246621793899831,2.5694215296996052
2002-02-01,1.21,178.0,official,2.2446904687640448,2.4753969122463375
2002-03-01,1.324,178.5,official,2.449293664627451,2.386411551301315
2002-04-01,1.493,179.3,official,2.7496069233240372,2.397828980068534
2002-05-01,1.508,179.5,official,2.7741375003454034,2.449669813096994
2002-06-01,1.489,179.6,official,2.737659680935412,2.5336683386493632
2002-07-01,1.496,180.0,official,2.7444175185777775,2.6166342927623543
2002-08-01,1.508,180.5,official,2.758768317518005,2.7023139342213476
2002-09-01,1.507,180.8,official,2.752364328805309,2.752825711584324
2002-10-01,1.535,181.2,official,2.7973143997792493,2.7607769576601924
2002-11-01,1.534,181.5,official,2.7908713971129475,2.7635659404547837
2002-12-01,1.477,181.8,official,2.682734602464246,2.7544117607095893
2003-01-01,1.557,182.6,official,2.8156517187732746,2.7662841274088383
2003-02-01,1.686,183.6,official,3.0323266857516336,2.8118771887811103
2003-03-01,1.791,183.9,official,3.215917885938009,2.8891361149698933
2003-04-01,1.704,183.2,official,3.071391765589519,2.9348156759382715
2003-05-01,1.587,182.9,official,2.865195865325314,2.947203087306999
2003-06-01,1.558,183.1,official,2.809766327209175,2.968375041431154
2003-07-01,1.567,183.7,official,2.8167670685247685,2.9685609330564033
2003-08-01,1.671,184.5,official,2.9906884528130075,2.961621227566632
2003-09-01,1.771,185.1,official,3.1593899834900045,2.9521999104919647
2003-10-01,1.646,184.9,official,2.939571405862628,2.930229850537483
2003-11-01,1.578,185.0,official,2.8166077177945943,2.92213182594903
2003-12-01,1.538,185.5,official,2.737811327396226,2.910139325980205
2004-01-01,1.635,186.3,official,2.897984088244766,2.9236754959335376
2004-02-01,1.715,186.7,official,3.0332688203535083,2.930772223856955
2004-03-01,1.809,187.1,official,3.192683544500267,2.9363211506919984
2004-04-01,1.875,187.4,official,3.3038687033084306,2.997037366932965
2004-05-01,2.05,188.2,official,3.5968749266737507,3.1270819017461577
2004-06-01,2.083,188.9,official,3.641232467506617,3.2776520917645566
2004-07-01,1.982,189.1,official,3.461012882326811,3.371490224111564
2004-08-01,1.941,189.2,official,3.38762631513742,3.430549806575549
2004-09-01,1.934,189.8,official,3.3647387996628018,3.459225682435972
2004-10-01,2.072,190.8,official,3.5859355126205443,3.5062368173213243
2004-11-01,2.053,191.7,official,3.5363718998017735,3.496152979509328
2004-12-01,1.926,191.7,official,3.3176094880751172,3.4422158162707444
2005-01-01,1.866,191.6,official,3.215934754822547,3.4013694616867007
2005-02-01,1.96,192.4,official,3.3638924191268185,3.3974138123516
2005-03-01,2.107,193.1,official,3.6030754482030036,3.4371365871083004
2005-04-01,2.325,193.7,official,3.9635508198244707,3.5000724716422886
2005-05-01,2.257,193.6,official,3.8496150240082643,3.5522796590100367
2005-06-01,2.218,193.7,official,3.7811422444605056,3.6295351184076012
2005-07-01,2.357,194.9,official,3.9933634430374547,3.7591065664434193
2005-08-01,2.548,196.1,official,4.290549576093829,3.9135494259379215
2005-09-01,2.969,198.8,official,4.931566707323943,4.134964635791412
2005-10-01,2.83,199.1,official,4.693602105072827,4.256639849999471
2005-11-01,2.387,198.1,official,3.978863477879858,4.278181258978069
2005-12-01,2.23,198.1,official,3.717161942049469,4.2675178752428975
2006-01-01,2.359,199.3,official,3.90851458292022,4.253376398556691
2006-02-01,2.354,199.4,official,3.8982743382948843,4.187997192256867
2006-03-01,2.444,199.7,official,4.041236168332499,4.039608769091626
2006-04-01,2.801,200.7,official,4.608470701863477,4.025420201890068
2006-05-01,2.993,201.3,official,4.909689604331842,4.180557889632065
2006-06-01,2.963,201.8,official,4.848435071516351,4.3691034112098786
2006-07-01,3.046,202.9,official,4.957228598048299,4.543889080397892
2006-08-01,3.033,203.8,official,4.914273522630028,4.713222277787083
2006-09-01,2.637,202.8,official,4.293715586627218,4.755302180836202
2006-10-01,2.319,201.9,official,3.7927614156315,4.619350633130873
2006-11-01,2.287,202.0,official,3.7385732107326723,4.424164567531011
2006-12-01,2.38,203.1,official,3.869529199015263,4.26101358878083
2007-01-01,2.321,203.437,official,3.7673527978882895,4.062700955420829
2007-02-01,2.333,204.226,official,3.7722007928079675,3.872355500450485
2007-03-01,2.639,205.288,official,4.244894695725029,3.86421868530012
2007-04-01,2.909,205.904,official,4.6651974783199925,4.009624695748202
2007-05-01,3.176,206.755,official,5.072424216410727,4.231933196694545
2007-06-01,3.1,207.234,official,4.939599961396295,4.4102783237580505
2007-07-01,3.013,207.603,official,4.792439081477627,4.581126037689606
2007-08-01,2.833,207.667,official,4.504744668685925,4.703216683669266
2007-09-01,2.839,208.547,official,4.4952364459618215,4.744940308708731
2007-10-01,2.843,209.19,official,4.487733246101629,4.715362936672338
2007-11-01,3.118,210.834,official,4.88344788009524,4.683866880619756
2007-12-01,3.069,211.445,official,4.792813865619901,4.659402531323691
2008-01-01,3.096,212.174,official,4.818367074872509,4.663723863556171
2008-02-01,3.083,212.687,official,4.786561835523562,4.710693391362444
2008-03-01,3.307,213.448,official,5.116031379296127,4.814159213584827
2008-04-01,3.491,213.942,official,5.38821469381421,4.964239454870259
2008-05-01,3.813,215.208,official,5.85058762607338,5.125429412533282
2008-06-01,4.115,217.463,official,6.24849690457687,5.368043252359443
2008-07-01,4.142,219.016,official,6.244897953975966,5.605798398876686
2008-08-01,3.838,218.69,official,5.7951828086880965,5.7739018944041085
2008-09-01,3.749,218.877,official,5.655961016168898,5.863890167216237
2008-10-01,3.225,216.995,official,4.907621794972234,5.7837913507425744
2008-11-01,2.208,213.153,official,3.420571824520415,5.378788717150414
2008-12-01,1.742,211.398,official,2.721061583780357,4.790882830350994
2009-01-01,1.838,211.933,official,2.863769212118924,4.227361373374821
2009-02-01,1.979,212.705,official,3.07226865403258,3.7735423475989016
2009-03-01,2.0,212.495,official,3.107938200898844,3.3488718783872256
2009-04-01,2.107,212.709,official,3.2709188094909005,3.0760880474736703
2009-05-01,2.314,213.022,official,3.5869885575011025,3.103824169637118
2009-06-01,2.681,214.79,official,4.121676009981842,3.3372599073373657
2009-07-01,2.594,214.726,official,3.989113858666393,3.5248173484286105
2009-08-01,2.677,215.445,official,4.103014446972545,3.6966083139186043
2009-09-01,2.626,215.861,official,4.017090644738976,3.848133721225293
2009-10-01,2.613,216.509,official,3.985240636795699,3.9671873591094258
2009-11-01,2.709,217.234,official,4.1178668568272,4.055667075663776
2009-12-01,2.671,217.347,official,4.0579933633498495,4.045053301225111
2010-01-01,2.779,217.488,official,4.219338240528213,4.083424031535413
2010-02-01,2.709,217.281,official,4.116976122053929,4.085750977382311
2010-03-01,2.829,217.353,official,4.297920748533491,4.132555994681397
2010-04-01,2.906,217.403,official,4.413886604987051,4.203996989379956
2010-05-01,2.915,217.29,official,4.42985910792029,4.255995697895471
2010-06-01,2.783,217.199,official,4.231033650762663,4.284835745797606
2010-07-01,2.783,217.605,official,4.223139532235012,4.285469294415406
2010-08-01,2.795,217.923,official,4.235160152347388,4.305166632797649
2010-09-01,2.754,218.275,official,4.166304747020959,4.2832306325455605
2010-10-01,2.843,219.035,official,4.286022406245577,4.2619199327553146
2010-11-01,2.899,219.59,official,4.359400313930506,4.250176800423684
2010-12-01,3.031,220.472,official,4.53966273533147,4.3016149811851525
2011-01-01,3.139,221.187,official,4.686221497176596,4.378795308675416
2011-02-01,3.215,221.898,official,4.784303079613155,4.470319129886377
2011-03-01,3.594,223.046,official,5.320772963496318,4.662730499298937
2011-04-01,3.863,224.093,official,5.692296479729397,4.89710951154624
2011-05-01,3.982,224.806,official,5.849038121971833,5.1453824795531276
2011-06-01,3.753,224.806,official,5.512667019527948,5.307549860252541
2011-07-01,3.703,225.395,official,5.425009821832782,5.430681247695239
2011-08-01,3.68,226.106,official,5.3743608905557565,5.529024216185673
2011-09-01,3.664,226.597,official,5.339399342868616,5.532128612747722
2011-10-01,3.521,226.75,official,5.127549053777287,5.438004041755704
2011-11-01,3.475,227.169,official,5.051226432303703,5.305035426811016
2011-12-01,3.329,227.223,official,4.837852244077403,5.192566297569258
2012-01-01,3.447,227.842,official,4.995725804759437,5.121018961390367
2012-02-01,3.622,228.329,official,5.238156454099128,5.0983182219809295
