date,gas_nominal,cpi,gas_real,gas_real_12mo
2012-02-01,3.572,228.329,5.167134249263125,5.025481173256959
2012-03-01,3.868,228.807,5.583628665206921,5.0785969019514345
2012-04-01,3.927,229.187,5.65939870498763,5.179892405336915
2012-05-01,3.792,228.713,5.476169067783641,5.263107186666631
2012-06-01,3.552,228.524,5.133818487336122,5.3245895073735845
2012-07-01,3.451,228.59,4.98639985563673,5.334424838369028
2012-08-01,3.707,229.918,5.325360132742978,5.360795818949004
2012-09-01,3.856,231.015,5.51310437850356,5.349041771165111
2012-10-01,3.786,231.638,5.398463542251272,5.3055525773757175
2012-11-01,3.488,231.249,4.981911203940341,5.223176266735167
2012-12-01,3.331,231.221,4.758244203597424,5.160580552778717
2013-01-01,3.351,231.679,4.77735074391723,5.125739034158801
2013-02-01,3.693,232.937,5.236489046394519,5.110927186434058
2013-03-01,3.735,232.282,5.310976980566724,5.077239286777918
2013-04-01,3.59,231.797,5.115475480700786,5.030074609852837
2013-05-01,3.623,231.893,5.160360765525479,5.05981620345036
2013-06-01,3.633,232.445,5.162315683279917,5.127161450064109
2013-07-01,3.628,232.9,5.145139562043796,5.188459586418537
2013-08-01,3.6,233.456,5.093271537248989,5.164590001560948
2013-09-01,3.556,233.544,5.029124738807249,5.117614627934369
2013-10-01,3.375,233.669,4.7705894876941315,5.060133629099926
2013-11-01,3.251,234.1,4.586854092268262,4.964549183557057
2013-12-01,3.277,234.719,4.611344462953574,4.872720646836
2014-01-01,3.32,235.288,4.660555404440515,4.7919566205687865
2014-02-01,3.364,235.547,4.717129286299549,4.729266245410547
2014-03-01,3.532,236.028,4.942612215499857,4.7148474915259815
2014-04-01,3.659,236.468,5.110806058325017,4.771550253297796
2014-05-01,3.691,236.918,5.145710596071214,4.864693003931621
2014-06-01,3.695,237.231,5.144490538757582,4.953550683232289
2014-07-01,3.633,237.498,5.052482416694036,5.018871851941209
2014-08-01,3.481,237.46,4.84186782194896,5.039661607882778
2014-09-01,3.403,237.477,4.733035531862033,5.004732160609807
2014-10-01,3.182,237.43,4.4265355094133,4.890687069124521
2014-11-01,2.887,236.983,4.02373120012828,4.703690503134031
2014-12-01,2.56,236.252,3.579017659109764,4.442778356526063
2015-01-01,2.11,234.747,2.9688056929375026,4.09549890256664
2015-02-01,2.249,235.342,3.156380743768643,3.8145843895365874
2015-03-01,2.483,235.976,3.475427666372852,3.6049830786217236
2015-04-01,2.485,236.222,3.4746048420553546,3.446327967395399
2015-05-01,2.775,237.001,3.8673384289517765,3.420262505532649
2015-06-01,2.832,237.657,3.9358814425832187,3.4797398027782243
2015-07-01,2.832,238.034,3.9296477646050563,3.6398801480561502
2015-08-01,2.679,238.033,3.717362495956443,3.733377106754117
2015-09-01,2.394,237.498,3.329381476896648,3.7090360751747493
2015-10-01,2.289,237.733,3.1802092136977196,3.659970137115144
2015-11-01,2.185,238.017,3.0320952074851797,3.520762933537377
2015-12-01,2.06,237.761,2.8617123077376023,3.3417347443964416
2016-01-01,1.967,237.652,2.733771779745174,3.142422080253128
2016-02-01,1.767,237.336,2.4590779780564263,2.9327079939364586
2016-03-01,1.958,238.08,2.716371362567204,2.8305396415482176
2016-04-01,2.134,238.992,2.949242075048537,2.792045118440021
2016-05-01,2.264,239.557,3.121525783007802,2.8069502143604574
2016-06-01,2.363,240.222,3.2490045000041627,2.871498913071551
2016-07-01,2.225,240.101,3.0608032661255056,2.926004160801606
2016-08-01,2.155,240.545,2.959036417302376,3.009330567342598
2016-09-01,2.208,241.176,3.0238785948850637,3.0605817727289075
2016-10-01,2.243,241.741,3.0646319780260693,3.079813423225163
2016-11-01,2.187,242.026,2.9845999644666272,3.056992453468301
2016-12-01,2.23,242.637,3.035618598977073,3.0214281366304525
2017-01-01,2.351,243.618,3.187444454022281,3.0425350012799153
2017-02-01,2.299,244.006,3.1119874388334714,3.068026838201764
2017-03-01,2.323,243.892,3.145944266314598,3.0883711167733536
2017-04-01,2.418,244.193,3.270562522267223,3.1226928741468796
2017-05-01,2.386,244.004,3.229779421648826,3.163556117010579
2017-06-01,2.337,244.163,3.161391123962271,3.184518204508112
2017-07-01,2.281,244.243,3.0846261018739534,3.16738181248339
2017-08-01,2.374,245.183,3.1980829910719755,3.1817310711898084
2017-09-01,2.63,246.435,3.5249481201939656,3.2448983801697024
2017-10-01,2.484,246.626,3.326688232384258,3.2542526651892083
2017-11-01,2.548,247.284,3.4033199236505394,3.283176082189494
2017-12-01,2.459,247.805,3.2775387381207,3.3025340178825657
2018-01-01,2.539,248.859,3.369835637851153,3.3500689405454316
2018-02-01,2.575,249.529,3.4084393998292786,3.3851283420049825
2018-03-01,2.572,249.577,3.4038136366732514,3.364939261418197
2018-04-01,2.737,250.227,3.6127673712269264,3.4126191178919747
2018-05-01,2.907,250.792,3.828518258158155,3.4834855069765776
2018-06-01,2.914,251.018,3.8342820116485674,3.5762760525645554
2018-07-01,2.873,251.214,3.7773841784295468,3.644200809327621
2018-08-01,2.862,251.663,3.75620796859292,3.7021622374548944
2018-09-01,2.873,252.182,3.7628846983527775,3.762007414401482
2018-10-01,2.887,252.772,3.7723952455177,3.788612060116611
2018-11-01,2.671,252.594,3.4926110794397336,3.732627530330207
2018-12-01,2.414,252.767,3.1543963492069773,3.619313253256609
2019-01-01,2.289,252.561,2.9934973214391776,3.488665443758214
2019-02-01,2.353,253.319,3.0679871190080497,3.373961968827403
2019-03-01,2.564,254.277,3.3305066993868895,3.3018989689997547
2019-04-01,2.835,255.233,3.6687287889888847,3.2846212262449526
2019-05-01,2.901,255.296,3.753211930465029,3.328054701415835
2019-06-01,2.752,255.213,3.5615988840693853,3.3959217905595693
2019-07-01,2.776,255.802,3.5843870180842994,3.4944034066670895
2019-08-01,2.655,256.036,3.4250180248090114,3.553908557633916
2019-09-01,2.63,256.43,3.3875544593066333,3.5634165176205403
2019-10-01,2.673,257.155,3.4332336100795247,3.5241673211356477
2019-11-01,2.62,257.879,3.355712019978362,3.457917336054536
2019-12-01,2.587,258.63,3.3038239608707425,3.4149548488547623
2020-01-01,2.567,259.127,3.2719945470753724,3.362889437019941
2020-02-01,2.465,259.25,3.140490819672131,3.315468236163794
2020-03-01,2.267,258.076,2.9013710341139816,3.2344376652983526
2020-04-01,1.876,256.032,2.420125874890639,3.065586376100205
2020-05-01,1.879,255.802,2.4261755068373194,2.9106636239100308
2020-06-01,2.076,257.042,2.6676117832883346,2.80462826097963
2020-07-01,2.176,258.352,2.7819315043042057,2.7229510871844353
2020-08-01,2.177,259.316,2.772863460025606,2.661679860576681
2020-09-01,2.193,259.997,2.785926564537283,2.6424391156472313
2020-10-01,2.159,260.319,2.7393412966398913,2.695641685938773
2020-11-01,2.09,260.911,2.6457771807244614,2.732241964919964
2020-12-01,2.168,262.045,2.7326421950428363,2.7430803668790475
2021-01-01,2.326,262.687,2.924627096125808,2.766862965515981
2021-02-01,2.496,263.579,3.127758008035541,2.8260120568509706
2021-03-01,2.791,264.961,3.4791828344548823,2.9415547685039036
2021-04-01,2.839,266.614,3.5170764738535865,3.071177298039519
2021-05-01,2.972,268.383,3.657574421628792,3.2398101715235743
2021-06-01,3.154,270.654,3.8489884575879167,3.4258678819477546
2021-07-01,3.233,271.903,3.9272728473021625,3.5929755071438136
2021-08-01,3.255,272.676,3.942788199181446,3.7288138723347974
2021-09-01,3.265,273.91,3.9370838779161037,3.805130712911668
2021-10-01,3.385,276.55,4.042819761345146,3.892754594160261
2021-11-01,3.482,278.919,4.123348448832816,3.9703835986942653
2021-12-01,3.408,280.845,4.008041959087753,3.996892515610904
2022-01-01,3.413,282.543,3.9897998145415032,4.0073136768174615
2022-02-01,3.592,284.5,4.170166804920914,4.045210111107373
2022-03-01,4.312,287.674,4.9508242524524295,4.21416684019676
2022-04-01,4.271,288.561,4.888676581381407,4.3551429768694705
2022-05-01,4.604,291.298,5.220320675047546,4.537971681238592
2022-06-01,5.058,294.957,5.663950996246911,4.813956520765118
2022-07-01,4.667,294.913,5.22688871294246,5.020138003831945
2022-08-01,4.101,295.097,4.590123223889094,5.090130740326642
2022-09-01,3.881,296.349,4.32553216984029,4.9859153932246185
2022-10-01,4.016,298.007,4.451092383735952,4.912984693617042
2022-11-01,3.853,298.786,4.2592990601969305,4.752814424475273
2022-12-01,3.356,298.832,3.709319309846335,4.4270424767418435
2023-01-01,3.452,300.42,3.795258092004527,4.188437373252188
2023-02-01,3.514,301.45,3.8502225974456796,4.065120602178285
2023-03-01,3.551,301.821,3.885980243256765,3.9918619477476978
2023-04-01,3.735,302.845,4.073517327345671,3.9289327716826516
2023-05-01,3.685,303.334,4.012506692292984,3.8878007103653274
2023-06-01,3.712,304.014,4.032865644345327,3.9417250994484925
2023-07-01,3.732,304.609,4.0466745106021165,3.9836278358814234
2023-08-01,3.955,306.082,4.2678393861775605,4.0532306340034046
2023-09-01,3.988,307.276,4.286727515328239,4.120021846015317
2023-10-01,3.782,307.696,4.059747692527689,4.117726906878986
2023-11-01,3.5,308.148,3.751526863714838,4.074230268782628
2023-12-01,3.289,308.741,3.5185922083558716,3.9885180294510523
2024-01-01,3.221,309.698,3.4351973632377355,3.886605171556989
2024-02-01,3.359,310.967,3.5677553791881453,3.7699245037254197
2024-03-01,3.581,312.345,3.786771784405065,3.6865985485715576
2024-04-01,3.776,313.023,3.9843282059145806,3.674028634136039
2024-05-01,3.755,313.175,3.960246555440249,3.708815249423608
2024-06-01,3.601,313.044,3.799418270275105,3.7556195930768133
2024-07-01,3.622,313.569,3.815177029617086,3.818949537473372
2024-08-01,3.521,314.062,3.702968372486961,3.8414850363565076
2024-09-01,3.344,314.732,3.5093342653432122,3.795245449846199
2024-10-01,3.279,315.631,3.4313193159100344,3.703077301512108
2024-11-01,3.181,316.528,3.319333622933832,3.5962584794277053
2024-12-01,3.145,317.604,3.2706498816135814,3.508130414650785
2025-01-01,3.211,318.961,3.3250799408078104,3.4264475665159053
2025-02-01,3.261,319.679,3.3692719040037042,3.3708314884353627
2025-03-01,3.232,319.785,3.3382021545726035,3.3423094699735945
2025-04-01,3.33,320.302,3.4338708156677136,3.342734719933208
2025-05-01,3.306,320.62,3.4057409331919404,3.357135938309559
2025-06-01,3.306,321.435,3.3971056605534553,3.378211901466205
2025-07-01,3.285,322.169,3.3678364616086593,3.3853379882663464
2025-08-01,3.295,323.291,3.366364776625393,3.3848534670366273
2025-09-01,3.339,324.245,3.401280904871317,3.395366592086413
2025-11-01,3.228,325.063,3.279935901655987,3.3697107730844587
2025-12-01,3.05,326.031,3.0898707484871064,3.31706574230032
2026-01-01,2.961,326.588,2.994591267897167,3.249980010190938
2026-02-01,3.065,327.46,3.091516658523178,3.2039267096766912
2026-03-01,3.843,330.293,3.843,3.283365913572459
